"","group","Day","Pig","Treatment","Sample.type","All","Order","value","value2"
"713","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Enterobacteriales",0.0117,0.2932
"714","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0474,0.279
"715","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Lactobacillales",0.0557,0.2786
"716","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Coriobacteriales",0.0277,0.2773
"717","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Lactobacillales",0.047,0.2767
"718","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Selenomonadales",0.055,0.2748
"719","X9P285R2Dm3","DNEG3","P285","INFfeed","Fecal Swab","DNEG3_INFfeed","Deferribacterales",0.055,0.2748
"720","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0465,0.2734
"721","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0464,0.2732
"722","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0463,0.2721
"723","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0462,0.2715
"724","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Mollicutes_RF39",0.0216,0.2696
"725","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Coriobacteriales",0.0269,0.2692
"726","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0457,0.2686
"727","X9P267R2Dm3","DNEG3","P267","INFfeed","Fecal Swab","DNEG3_INFfeed","Lactobacillales",0.0533,0.2664
"728","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetales",0.0479,0.2662
"729","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.0265,0.2646
"730","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Coriobacteriales",0.0263,0.2628
"731","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Mollicutes_RF39",0.0263,0.2625
"732","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Bifidobacteriales",0.0262,0.2623
"733","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Lactobacillales",0.0472,0.2621
"734","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Lactobacillales",0.0131,0.2619
"735","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Bifidobacteriales",0.0262,0.2619
"736","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinomycetales",0.0519,0.2593
"737","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Verrucomicrobiales",0.0331,0.2548
"738","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0433,0.2548
"739","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0509,0.2546
"740","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Verrucomicrobiales",0.0178,0.2545
"741","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Coriobacteriales",0.0254,0.2542
"742","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0505,0.2523
"743","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0426,0.2504
"744","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Erysipelotrichales",0.01,0.2502
"745","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Spirochaetales",0.02,0.2502
"746","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Lactobacillales",0.0324,0.2489
"747","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Lactobacillales",0.0223,0.2481
"748","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Mollicutes_RF39",0.0247,0.2473
"749","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Erysipelotrichales",0.0124,0.2471
"750","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Coriobacteriales",0.0247,0.2469
"751","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Mollicutes_RF39",0.0123,0.2467
"752","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Gastranaerophilales",0.0123,0.2467
"753","X9P301R3D7","D7","P301","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.0247,0.2465
"754","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Lactobacillales",0.0123,0.2463
"755","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Coriobacteriales",0.0123,0.2463
"756","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Spirochaetales",0.0123,0.2463
"757","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Mollicutes_RF39",0.0123,0.2463
"758","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Lactobacillales",0.0416,0.2449
"759","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Enterobacteriales",0.0146,0.2442
"760","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Selenomonadales",0.0412,0.2424
"761","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteria_unclassified",0.0169,0.2419
"762","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0308,0.2367
"763","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Bacteroidales",0.0401,0.236
"764","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bifidobacteriales",0.0417,0.2317
"765","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Lactobacillales",0.0463,0.2315
"766","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Bifidobacteriales",0.0231,0.2315
"767","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Lactobacillales",0.0416,0.2313
"768","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Lactobacillales",0.0116,0.2313
"769","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0301,0.2313
"770","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Spirochaetales",0.0116,0.2313
"771","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Enterobacteriales",0.0116,0.2311
"772","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Lactobacillales",0.0162,0.2309
"773","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Bifidobacteriales",0.0139,0.2309
"774","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Coriobacteriales",0.0162,0.2309
"775","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Mollicutes_RF39",0.0162,0.2309
"776","X9P267R2D4","D4","P267","INFfeed","Fecal or Fecal swab","D4_INFfeed","Betaproteobacteriales",0.0092,0.2309
"777","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.039,0.2292
"778","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Lactobacillales",0.0447,0.2236
"779","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Erysipelotrichales",0.0223,0.2234
"780","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Lactobacillales",0.0154,0.2199
"781","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Lactobacillales",0.0439,0.2194
"782","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.037,0.2177
"783","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Lactobacillales",0.0216,0.2159
"784","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Mollicutes_RF39",0.0086,0.215
"785","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Selenomonadales",0.0278,0.2137
"786","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0424,0.2122
"787","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Coriobacteriales",0.0147,0.2102
"788","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Bifidobacteriales",0.0147,0.2096
"789","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Coriobacteriales",0.0146,0.209
"790","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Verrucomicrobiales",0.0209,0.2087
"791","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Coriobacteriales",0.0208,0.2083
"792","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Coriobacteriales",0.0124,0.2069
"793","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bifidobacteriales",0.0185,0.2051
"794","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0348,0.2047
"795","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0347,0.2041
"796","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Coriobacteriales",0.0162,0.2029
"797","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Bifidobacteriales",0.0162,0.2021
"798","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Bifidobacteriales",0.0201,0.2009
"799","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Coriobacteriales",0.01,0.2008
"800","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0401,0.2006
"801","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Coriobacteriales",0.01,0.2003
"802","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Coriobacteriales",0.01,0.2002
"803","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Spirochaetales",0.01,0.2002
"804","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Coriobacteriales",0.0139,0.1986
"805","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Pirellulales",0.0138,0.1978
"806","X9P282R2Dm3","DNEG3","P282","INFfeed","Fecal Swab","DNEG3_INFfeed","Enterobacteriales",0.0392,0.1962
"807","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetales",0.0254,0.1957
"808","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Spirochaetales",0.0078,0.1955
"809","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0254,0.1953
"810","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0332,0.195
"811","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Lactobacillales",0.0386,0.1931
"812","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Coriobacteriales",0.0193,0.1928
"813","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Bifidobacteriales",0.0154,0.1925
"814","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Aeromonadales",0.0077,0.1925
"815","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Lactobacillales",0.0247,0.1901
"816","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0378,0.1892
"817","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bifidobacteriales",0.034,0.1886
"818","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Pasteurellales",0.0377,0.1886
"819","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Aeromonadales",0.0339,0.1882
"820","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Gammaproteobacteria_unclassified",0.0131,0.1871
"821","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0317,0.1862
"822","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0316,0.1859
"823","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.0186,0.1858
"824","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Erysipelotrichales",0.0093,0.1852
"825","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Erysipelotrichales",0.0093,0.185
"826","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Enterobacteriales",0.0092,0.1849
"827","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Erysipelotrichales",0.0147,0.1833
"828","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0309,0.1817
"829","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0362,0.1809
"830","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Spirochaetales",0.0108,0.1802
"831","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Enterobacteriales",0.0108,0.18
"832","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Gastranaerophilales",0.0139,0.174
"833","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Enterobacteriales",0.0069,0.1732
"834","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Coriobacteriales",0.0139,0.1732
"835","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0294,0.173
"836","X9P312R4D7","D7","P312","INFnm","Fecal","D7_INFnm","Bifidobacteriales",0.017,0.1698
"837","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Bifidobacteriales",0.017,0.1698
"838","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Enterobacteriales",0.0085,0.1696
"839","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.017,0.1696
"840","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Gammaproteobacteria_unclassified",0.0085,0.1696
"841","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Mollicutes_RF39",0.0169,0.1695
"842","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Spirochaetales",0.0085,0.1694
"843","X9P287R3Dm3","DNEG3","P287","INFinject","Fecal Swab","DNEG3_INFinject","WCHB1-41",0.0288,0.1692
"844","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0285,0.1678
"845","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Bifidobacteriales",0.01,0.1671
"846","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Fusobacteriales",0.0117,0.1669
"847","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Bifidobacteriales",0.0131,0.1635
"848","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Mollicutes_RF39",0.0163,0.163
"849","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Lactobacillales",0.0293,0.1625
"850","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Enterobacteriales",0.0146,0.1625
"851","X9P295R3D7","D7","P295","INFinject","Fecal","D7_INFinject","Gastranaerophilales",0.0162,0.1619
"852","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Coriobacteriales",0.0162,0.1618
"853","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Bifidobacteriales",0.0093,0.1552
"854","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Enterobacteriales",0.031,0.155
"855","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0263,0.1548
"856","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0263,0.1547
"857","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Erysipelotrichales",0.0155,0.1546
"858","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Erysipelotrichales",0.0154,0.1544
"859","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Mollicutes_RF39",0.0108,0.1544
"860","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Selenomonadales",0.0077,0.1543
"861","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Erysipelotrichales",0.0108,0.1543
"862","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Enterobacteriales",0.0077,0.1542
"863","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Erysipelotrichales",0.0154,0.1542
"864","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Enterobacteriales",0.0077,0.1541
"865","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.0154,0.1541
"866","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Spirochaetales",0.0077,0.1541
"867","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Enterobacteriales",0.0108,0.154
"868","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Coriobacteriales",0.0123,0.154
"869","X9P266R2D4","D4","P266","INFfeed","Fecal or Fecal swab","D4_INFfeed","Coriobacteriales",0.0062,0.154
"870","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Aeromonadales",0.0077,0.154
"871","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Erysipelotrichales",0.0123,0.154
"872","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Erysipelotrichales",0.0062,0.154
"873","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bifidobacteriales",0.0138,0.1538
"874","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0254,0.1493
"875","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0193,0.1483
"876","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Spirochaetales",0.0147,0.1468
"877","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0264,0.1464
"878","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Erysipelotrichales",0.0146,0.1464
"879","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0248,0.1459
"880","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0247,0.1456
"881","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Aeromonadales",0.0247,0.1452
"882","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Enterobacteriales",0.0101,0.144
"883","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Mollicutes_RF39",0.01,0.1431
"884","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0185,0.1422
"885","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0185,0.142
"886","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Mollicutes_RF39",0.0085,0.1415
"887","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Erysipelotrichales",0.0085,0.1414
"888","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.024,0.1411
"889","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bifidobacteriales",0.0254,0.141
"890","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Bifidobacteriales",0.0139,0.1387
"891","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Bifidobacteriales",0.0139,0.1387
"892","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Erysipelotrichales",0.0069,0.1387
"893","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",0.0124,0.1373
"894","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",0.0124,0.1373
"895","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0233,0.1371
"896","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Enterobacteriales",0.0246,0.1369
"897","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteria_unclassified",0.0123,0.1368
"898","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0177,0.1363
"899","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Pasteurellales",0.0232,0.1363
"900","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Coriobacteriales",0.0108,0.1353
"901","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Coriobacteriales",0.0133,0.1329
"902","X9P251R1Dm3","DNEG3","P251","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Lactobacillales",0.0239,0.1329
"903","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Coriobacteriales",0.0093,0.1324
"904","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Bifidobacteriales",0.0093,0.1323
"905","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Erysipelotrichales",0.0092,0.132
"906","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0224,0.1319
"907","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Bifidobacteriales",0.0223,0.1314
"908","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Coriobacteriales",0.0131,0.1314
"909","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.0131,0.1312
"910","X9P291R3D7","D7","P291","INFinject","Fecal or Fecal swab","D7_INFinject","Erysipelotrichales",0.0131,0.131
"911","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Erysipelotrichales",0.0131,0.1309
