"","group","Day","Pig","Treatment","Sample.type","All","Phylum","value","value2","forplot"
"1048","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.0031,0.0181,"keep"
"1049","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",0.0031,0.0181,"keep"
"1050","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Epsilonbacteraeota",0.0031,0.0181,"keep"
"1051","X9P296R3Dm3","DNEG3","P296","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.0031,0.0181,"keep"
"1052","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",0.0031,0.0181,"keep"
"1053","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetes",0.0031,0.0181,"keep"
"1054","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",0.0031,0.0181,"keep"
"1055","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Tenericutes",0.0031,0.0181,"keep"
"1056","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Bacteria_unclassified",0.0031,0.0181,"keep"
"1057","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0031,0.0181,"keep"
"1058","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0031,0.0181,"keep"
"1059","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Planctomycetes",0.0031,0.0181,"keep"
"1060","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Cyanobacteria",0.0031,0.0181,"keep"
"1061","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Actinobacteria",0.0023,0.0178,"keep"
"1062","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Actinobacteria",0.0023,0.0178,"keep"
"1063","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Epsilonbacteraeota",0.0023,0.0178,"keep"
"1064","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Epsilonbacteraeota",0.0023,0.0178,"keep"
"1065","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetes",0.0023,0.0178,"keep"
"1066","X9P304R3D0","D0","P304","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetes",0.0023,0.0178,"keep"
"1067","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteria_unclassified",0.0023,0.0178,"keep"
"1068","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Cyanobacteria",0.0023,0.0178,"keep"
"1069","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteria_unclassified",0.0016,0.0173,"keep"
"1070","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Epsilonbacteraeota",0.0015,0.0171,"keep"
"1071","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetes",0.0015,0.0171,"keep"
"1072","X9P265R1D0","D0","P265","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteria_unclassified",0.0015,0.0171,"keep"
"1073","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Epsilonbacteraeota",8e-04,0.0155,"keep"
"1074","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Epsilonbacteraeota",0.0016,0.0155,"keep"
"1075","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Cyanobacteria",0.0016,0.0155,"keep"
"1076","X9P273R2D7","D7","P273","INFfeed","Fecal","D7_INFfeed","Proteobacteria",0.0015,0.0154,"keep"
"1077","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Proteobacteria",0.0015,0.0154,"keep"
"1078","X9P322R4D7","D7","P322","INFnm","Fecal","D7_INFnm","Proteobacteria",0.0015,0.0154,"keep"
"1079","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinobacteria",0.0031,0.0154,"keep"
"1080","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Actinobacteria",0.0015,0.0154,"keep"
"1081","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinobacteria",0.0031,0.0154,"keep"
"1082","X9P269R2D0","D0","P269","INFfeed","Fecal or Fecal swab","D0_INFfeed","Epsilonbacteraeota",8e-04,0.0154,"keep"
"1083","X9P283R2Dm3","DNEG3","P283","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.0031,0.0154,"keep"
"1084","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Epsilonbacteraeota",8e-04,0.0154,"keep"
"1085","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Epsilonbacteraeota",0.0015,0.0154,"keep"
"1086","X9P294R3D7","D7","P294","INFinject","Fecal","D7_INFinject","Epsilonbacteraeota",0.0015,0.0154,"keep"
"1087","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Epsilonbacteraeota",0.0015,0.0154,"keep"
"1088","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Spirochaetes",0.0015,0.0154,"keep"
"1089","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Spirochaetes",0.0015,0.0154,"keep"
"1090","X9P315R4D7","D7","P315","INFnm","Fecal","D7_INFnm","Tenericutes",0.0015,0.0154,"keep"
"1091","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteria_unclassified",8e-04,0.0154,"keep"
"1092","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bacteria_unclassified",8e-04,0.0154,"keep"
"1093","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Bacteria_unclassified",0.0015,0.0154,"keep"
"1094","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Bacteria_unclassified",0.0015,0.0154,"keep"
"1095","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0031,0.0154,"keep"
"1096","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Bacteria_unclassified",0.0031,0.0154,"keep"
"1097","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Planctomycetes",8e-04,0.0154,"keep"
"1098","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Planctomycetes",0.0031,0.0154,"keep"
"1099","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Planctomycetes",0.0015,0.0154,"keep"
"1100","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Planctomycetes",0.0015,0.0154,"keep"
"1101","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Planctomycetes",0.0015,0.0154,"keep"
"1102","X9P313R4D7","D7","P313","INFnm","Fecal","D7_INFnm","Planctomycetes",0.0015,0.0154,"keep"
"1103","X9P250R1D4","D4","P250","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Cyanobacteria",8e-04,0.0154,"keep"
"1104","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Cyanobacteria",0.0015,0.0154,"keep"
"1105","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Cyanobacteria",0.0015,0.0154,"keep"
"1106","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Cyanobacteria",0.0015,0.0154,"keep"
"1107","X9P302R3D7","D7","P302","INFinject","Fecal","D7_INFinject","Cyanobacteria",0.0015,0.0154,"keep"
"1108","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Kiritimatiellaeota",8e-04,0.0154,"keep"
"1109","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",0.0023,0.0138,"keep"
"1110","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0023,0.0138,"keep"
"1111","X9P325R4Dm3","DNEG3","P325","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobia",0.0023,0.0138,"keep"
"1112","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",0.0023,0.0137,"keep"
"1113","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Epsilonbacteraeota",0.0023,0.0137,"keep"
"1114","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0023,0.0137,"keep"
"1115","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobia",0.0023,0.0137,"keep"
"1116","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Proteobacteria",0.0023,0.0136,"keep"
"1117","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",0.0023,0.0136,"keep"
"1118","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Actinobacteria",0.0023,0.0136,"keep"
"1119","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.0023,0.0136,"keep"
"1120","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.0023,0.0136,"keep"
"1121","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetes",0.0023,0.0136,"keep"
"1122","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",0.0023,0.0136,"keep"
"1123","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",0.0023,0.0136,"keep"
"1124","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",0.0023,0.0136,"keep"
"1125","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0023,0.0136,"keep"
"1126","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0023,0.0136,"keep"
"1127","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0023,0.0136,"keep"
"1128","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Bacteria_unclassified",0.0023,0.0136,"keep"
"1129","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0023,0.0136,"keep"
"1130","X9P323R4Dm3","DNEG3","P323","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0023,0.0136,"keep"
"1131","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Planctomycetes",0.0023,0.0136,"keep"
"1132","X9P309R4Dminus3","DNEG3","P309","INFnm","Fecal or Fecal swab","DNEG3_INFnm","Planctomycetes",0.0023,0.0136,"keep"
"1133","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Cyanobacteria",0.0023,0.0136,"keep"
"1134","X9P320R4Dm3","DNEG3","P320","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0023,0.0136,"keep"
"1135","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Kiritimatiellaeota",0.0023,0.0136,"keep"
"1136","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Actinobacteria",8e-04,0.0129,"keep"
"1137","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Epsilonbacteraeota",8e-04,0.0129,"keep"
"1138","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteria_unclassified",8e-04,0.0129,"keep"
"1139","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteria_unclassified",8e-04,0.0129,"keep"
"1140","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Planctomycetes",8e-04,0.0129,"keep"
"1141","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Cyanobacteria",8e-04,0.0129,"keep"
"1142","X9P317R4D4","D4","P317","INFnm","Fecal or Fecal swab","D4_INFnm","Cyanobacteria",8e-04,0.0129,"keep"
"1143","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Cyanobacteria",8e-04,0.0129,"keep"
"1144","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Bacteria_unclassified",8e-04,0.0128,"keep"
"1145","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Planctomycetes",8e-04,0.0128,"keep"
"1146","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Kiritimatiellaeota",8e-04,0.0128,"keep"
"1147","X9P291R3D0","D0","P291","INFinject","Fecal or Fecal swab","D0_INFinject","Epsilonbacteraeota",0.0015,0.0119,"keep"
"1148","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetes",0.0015,0.0119,"keep"
"1149","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Verrucomicrobia",0.0015,0.0119,"keep"
"1150","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Planctomycetes",0.0015,0.0119,"keep"
"1151","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Epsilonbacteraeota",0.0015,0.0118,"keep"
"1152","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Spirochaetes",0.0015,0.0118,"keep"
"1153","X9P301R3D0","D0","P301","INFinject","Fecal or Fecal swab","D0_INFinject","Tenericutes",0.0015,0.0118,"keep"
"1154","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Bacteria_unclassified",0.0015,0.0118,"keep"
"1155","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Planctomycetes",0.0015,0.0118,"keep"
"1156","X9P300R3D0","D0","P300","INFinject","Fecal or Fecal swab","D0_INFinject","Kiritimatiellaeota",0.0015,0.0118,"keep"
"1157","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinobacteria",0.0023,0.0116,"keep"
"1158","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Actinobacteria",0.0023,0.0116,"keep"
"1159","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Tenericutes",0.0023,0.0116,"keep"
"1160","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Planctomycetes",0.0023,0.0116,"keep"
"1161","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Planctomycetes",0.0023,0.0116,"keep"
"1162","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.0023,0.0115,"keep"
"1163","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.0023,0.0115,"keep"
"1164","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Epsilonbacteraeota",0.0023,0.0115,"keep"
"1165","X9P275R2Dm3","DNEG3","P275","INFfeed","Fecal Swab","DNEG3_INFfeed","Tenericutes",0.0023,0.0115,"keep"
"1166","X9P284R2Dm3","DNEG3","P284","INFfeed","Fecal Swab","DNEG3_INFfeed","Verrucomicrobia",0.0023,0.0115,"keep"
"1167","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Cyanobacteria",0.0023,0.0115,"keep"
"1168","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Verrucomicrobia",8e-04,0.0111,"keep"
"1169","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Epsilonbacteraeota",8e-04,0.011,"keep"
"1170","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Epsilonbacteraeota",8e-04,0.011,"keep"
"1171","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Epsilonbacteraeota",8e-04,0.011,"keep"
"1172","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Spirochaetes",8e-04,0.011,"keep"
"1173","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Spirochaetes",8e-04,0.011,"keep"
"1174","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Tenericutes",8e-04,0.011,"keep"
"1175","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Tenericutes",8e-04,0.011,"keep"
"1176","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteria_unclassified",8e-04,0.011,"keep"
"1177","X9P289R3D4","D4","P289","INFinject","Fecal or Fecal swab","D4_INFinject","Bacteria_unclassified",8e-04,0.011,"keep"
"1178","X9P309R4D0","D0","P309","INFnm","Fecal or Fecal swab","D0_INFnm","Bacteria_unclassified",8e-04,0.011,"keep"
"1179","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Verrucomicrobia",8e-04,0.011,"keep"
"1180","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Cyanobacteria",8e-04,0.011,"keep"
"1181","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Cyanobacteria",8e-04,0.011,"keep"
"1182","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Spirochaetes",8e-04,0.0097,"keep"
"1183","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Bacteria_unclassified",8e-04,0.0097,"keep"
"1184","X9P265R1D7","D7","P265","NONINFnm","Fecal","D7_NONINFnm","Bacteria_unclassified",8e-04,0.0097,"keep"
"1185","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Planctomycetes",8e-04,0.0097,"keep"
"1186","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Spirochaetes",8e-04,0.0096,"keep"
"1187","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Spirochaetes",8e-04,0.0096,"keep"
"1188","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Bacteria_unclassified",8e-04,0.0096,"keep"
"1189","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Bacteria_unclassified",8e-04,0.0096,"keep"
"1190","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Verrucomicrobia",8e-04,0.0096,"keep"
"1191","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Cyanobacteria",8e-04,0.0096,"keep"
"1192","X9P258R1Dm3","DNEG3","P258","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Proteobacteria",0.0015,0.0091,"keep"
"1193","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Actinobacteria",0.0015,0.0091,"keep"
"1194","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Actinobacteria",0.0015,0.0091,"keep"
"1195","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Actinobacteria",0.0015,0.0091,"keep"
"1196","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.0015,0.0091,"keep"
"1197","X9P302R3Dm3","DNEG3","P302","INFinject","Fecal Swab","DNEG3_INFinject","Epsilonbacteraeota",0.0016,0.0091,"keep"
"1198","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetes",0.0015,0.0091,"keep"
"1199","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetes",0.0015,0.0091,"keep"
"1200","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",0.0015,0.0091,"keep"
"1201","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",0.0015,0.0091,"keep"
"1202","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",0.0015,0.0091,"keep"
"1203","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Tenericutes",0.0015,0.0091,"keep"
"1204","X9P295R3Dm3","DNEG3","P295","INFinject","Fecal Swab","DNEG3_INFinject","Tenericutes",0.0015,0.0091,"keep"
"1205","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",0.0015,0.0091,"keep"
"1206","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",0.0015,0.0091,"keep"
"1207","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Tenericutes",0.0015,0.0091,"keep"
"1208","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0015,0.0091,"keep"
"1209","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0015,0.0091,"keep"
"1210","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0015,0.0091,"keep"
"1211","X9P257R1Dm3","DNEG3","P257","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0015,0.0091,"keep"
"1212","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bacteria_unclassified",0.0015,0.0091,"keep"
"1213","X9P286R3Dm3","DNEG3","P286","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0015,0.0091,"keep"
"1214","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0015,0.0091,"keep"
"1215","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0015,0.0091,"keep"
"1216","X9P301R3Dm3","DNEG3","P301","INFinject","Fecal Swab","DNEG3_INFinject","Bacteria_unclassified",0.0015,0.0091,"keep"
"1217","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0015,0.0091,"keep"
"1218","X9P299R3Dm3","DNEG3","P299","INFinject","Fecal Swab","DNEG3_INFinject","Verrucomicrobia",0.0015,0.0091,"keep"
"1219","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Verrucomicrobia",0.0015,0.0091,"keep"
"1220","X9P262R1Dm3","DNEG3","P262","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Planctomycetes",0.0015,0.0091,"keep"
"1221","X9P291R3Dminus3","DNEG3","P291","INFinject","Fecal or Fecal swab","DNEG3_INFinject","Planctomycetes",0.0015,0.0091,"keep"
"1222","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Planctomycetes",0.0015,0.0091,"keep"
"1223","X9P255R1Dm3","DNEG3","P255","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Cyanobacteria",0.0015,0.0091,"keep"
"1224","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0015,0.0091,"keep"
"1225","X9P313R4Dm3","DNEG3","P313","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0015,0.0091,"keep"
"1226","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Cyanobacteria",0.0015,0.0091,"keep"
"1227","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Deferribacteres",0.0015,0.0091,"keep"
"1228","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Planctomycetes",0.0015,0.009,"keep"
"1229","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Cyanobacteria",0.0015,0.009,"keep"
"1230","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Cyanobacteria",0.0015,0.009,"keep"
"1231","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Deferribacteres",0.0015,0.009,"keep"
"1232","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Actinobacteria",8e-04,0.0086,"keep"
"1233","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Epsilonbacteraeota",8e-04,0.0086,"keep"
"1234","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetes",8e-04,0.0086,"keep"
"1235","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetes",8e-04,0.0086,"keep"
"1236","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetes",8e-04,0.0086,"keep"
"1237","X9P255R1D0","D0","P255","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Planctomycetes",8e-04,0.0086,"keep"
"1238","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Tenericutes",8e-04,0.0085,"keep"
"1239","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Bacteria_unclassified",8e-04,0.0085,"keep"
"1240","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Planctomycetes",8e-04,0.0085,"keep"
"1241","X9P263R1D0","D0","P263","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Cyanobacteria",8e-04,0.0085,"keep"
"1242","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Spirochaetes",8e-04,0.0078,"keep"
"1243","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Verrucomicrobia",8e-04,0.0078,"keep"
"1244","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Planctomycetes",8e-04,0.0078,"keep"
