"","group","Day","Pig","Treatment","Sample.type","All","Order","value","value2"
"875","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Gammaproteobacteria_unclassified",0.0193,0.1487
"876","X9P293R3D0","D0","P293","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0193,0.1483
"877","X9P305R3D0","D0","P305","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0192,0.148
"878","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Erysipelotrichales",0.0146,0.1464
"879","X9P304R3D7","D7","P304","INFinject","Fecal","D7_INFinject","Bifidobacteriales",0.0146,0.1463
"880","X9P314R4D7","D7","P314","INFnm","Fecal","D7_INFnm","Bifidobacteriales",0.0146,0.1463
"881","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Coriobacteriales",0.0131,0.1456
"882","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Pasteurellales",0.0247,0.1454
"883","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Coriobacteriales",0.0116,0.1447
"884","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Gastranaerophilales",0.0116,0.1447
"885","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Erysipelotrichales",0.0116,0.1445
"886","X9P263R1D7","D7","P263","NONINFnm","Fecal","D7_NONINFnm","Coriobacteriales",0.0115,0.1443
"887","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Enterobacteriales",0.0101,0.1437
"888","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Erysipelotrichales",0.01,0.1431
"889","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0186,0.1428
"890","X9P306R4D4","D4","P306","INFnm","Fecal or Fecal swab","D4_INFnm","Enterobacteriales",0.0085,0.1414
"891","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0239,0.1407
"892","X9P275R2D7","D7","P275","INFfeed","Fecal or Fecal swab","D7_INFfeed","Enterobacteriales",0.014,0.1398
"893","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Desulfovibrionales",0.0139,0.1392
"894","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Aeromonadales",0.0069,0.139
"895","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Spirochaetales",0.0069,0.139
"896","X9P278R2D0","D0","P278","INFfeed","Fecal or Fecal swab","D0_INFfeed","Gammaproteobacteria_unclassified",0.0069,0.139
"897","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Erysipelotrichales",0.0069,0.1388
"898","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Bacillales",0.0069,0.1388
"899","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Gastranaerophilales",0.0069,0.1385
"900","X9P295R3D0","D0","P295","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0177,0.1363
"901","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Mollicutes_RF39",0.0055,0.1363
"902","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Aeromonadales",0.0177,0.1362
"903","X9P296R3D0","D0","P296","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0177,0.1361
"904","X9P293R3Dm3","DNEG3","P293","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0231,0.1357
"905","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Coriobacteriales",0.0108,0.135
"906","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Actinomycetales",0.0094,0.1345
"907","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Campylobacterales",0.0224,0.1319
"908","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Bifidobacteriales",0.0132,0.1319
"909","X9P290R3D4","D4","P290","INFinject","Fecal or Fecal swab","D4_INFinject","Enterobacteriales",0.0092,0.1319
"910","X9P265R1Dm3","DNEG3","P265","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bifidobacteriales",0.0224,0.1315
"911","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0223,0.1314
"912","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Mollicutes_RF39",0.0131,0.1308
"913","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0169,0.1304
"914","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Coriobacteriales",0.0169,0.1304
"915","X9P259R1D0","D0","P259","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Erysipelotrichales",0.0116,0.1285
"916","X9P250R1D0","D0","P250","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Campylobacterales",0.0115,0.1282
"917","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0255,0.1276
"918","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Coriobacteriales",0.0124,0.1241
"919","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Erysipelotrichales",0.0062,0.1236
"920","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Erysipelotrichales",0.0123,0.1233
"921","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Pasteurellales",0.0086,0.1232
"922","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Bacillales",0.0086,0.1232
"923","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Fusobacteriales",0.0086,0.1232
"924","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Bifidobacteriales",0.0246,0.1232
"925","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Erysipelotrichales",0.0123,0.1232
"926","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Spirochaetales",0.0062,0.1232
"927","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Coriobacteriales",0.0062,0.1231
"928","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0209,0.1229
"929","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0209,0.1227
"930","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Lactobacillales",0.0208,0.1225
"931","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Coriobacteriales",0.0085,0.1216
"932","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Aeromonadales",0.0085,0.1211
"933","X9P317R4D0","D0","P317","INFnm","Fecal or Fecal swab","D0_INFnm","Campylobacterales",0.0085,0.121
"934","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Bifidobacteriales",0.0239,0.1193
"935","X9P302R3D0","D0","P302","INFinject","Fecal or Fecal swab","D0_INFinject","Erysipelotrichales",0.0154,0.1185
"936","X9P322R4Dm3","DNEG3","P322","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0201,0.1181
"937","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Synergistales",0.0201,0.118
"938","X9P304R3Dm3","DNEG3","P304","INFinject","Fecal Swab","DNEG3_INFinject","Bifidobacteriales",0.02,0.1179
"939","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Chthoniobacterales",0.0047,0.1168
"940","X9P311R4D7","D7","P311","INFnm","Fecal","D7_INFnm","Erysipelotrichales",0.0117,0.1166
"941","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","Erysipelotrichales",0.007,0.1161
"942","X9P324R4D7","D7","P324","INFnm","Fecal","D7_INFnm","Spirochaetales",0.0116,0.1159
"943","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Bifidobacteriales",0.0116,0.1156
"944","X9P305R3D7","D7","P305","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.0116,0.1156
"945","X9P282R2Dm3","DNEG3","P282","INFfeed","Fecal Swab","DNEG3_INFfeed","Gammaproteobacteria_unclassified",0.0231,0.1156
"946","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Aeromonadales",0.0092,0.1155
"947","X9P270R2Dm3","DNEG3","P270","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0231,0.1155
"948","X9P289R3Dm3","DNEG3","P289","INFinject","Fecal Swab","DNEG3_INFinject","Aeromonadales",0.0193,0.1138
"949","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0193,0.1137
"950","X9P319R4Dm3","DNEG3","P319","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0193,0.1136
"951","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0193,0.1135
"952","X9P312R4Dm3","DNEG3","P312","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.0193,0.1134
"953","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Campylobacterales",0.0192,0.1131
"954","X9P299R3D0","D0","P299","INFinject","Fecal or Fecal swab","D0_INFinject","Bifidobacteriales",0.0147,0.113
"955","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0223,0.1116
"956","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Coriobacteriales",0.0078,0.111
"957","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","Clostridia_unclassified",0.0077,0.1106
"958","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Mollicutes_RF39",0.0077,0.1101
"959","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Bifidobacteriales",0.0077,0.1099
"960","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Mollicutes_RF39",0.0077,0.1099
"961","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Verrucomicrobiales",0.0186,0.1092
"962","X9P307R4Dm3","DNEG3","P307","INFnm","Fecal Swab","DNEG3_INFnm","Opitutales",0.0186,0.1092
"963","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Elusimicrobiales",0.0185,0.1089
"964","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Enterobacteriales",0.0185,0.1088
"965","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Bifidobacteriales",0.0217,0.1083
"966","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Desulfovibrionales",0.0054,0.1082
"967","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Desulfovibrionales",0.0054,0.1081
"968","X9P271R2D7","D7","P271","INFfeed","Fecal","D7_INFfeed","Erysipelotrichales",0.0108,0.108
"969","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Verrucomicrobiales",0.0108,0.1079
"970","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Gastranaerophilales",0.0108,0.1079
"971","X9P246R1D4","D4","P246","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Enterobacteriales",0.0054,0.1077
"972","X9P259R1D4","D4","P259","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Bifidobacteriales",0.0054,0.1077
"973","X9P283R2D7","D7","P283","INFfeed","Fecal","D7_INFfeed","Erysipelotrichales",0.0108,0.1077
"974","X9P262R1D7","D7","P262","NONINFnm","Fecal","D7_NONINFnm","Coriobacteriales",0.0085,0.1062
"975","X9P264R1D7","D7","P264","NONINFnm","Fecal","D7_NONINFnm","Coriobacteriales",0.0085,0.1059
"976","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0178,0.1047
"977","X9P311R4Dm3","DNEG3","P311","INFnm","Fecal Swab","DNEG3_INFnm","Bacteria_unclassified",0.0178,0.1047
"978","X9P317R4Dm3","DNEG3","P317","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0177,0.1044
"979","X9P263R1Dm3","DNEG3","P263","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Erysipelotrichales",0.0177,0.1041
"980","X9P257R1D0","D0","P257","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Spirochaetales",0.0093,0.1035
"981","X9P264R1D0","D0","P264","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Enterobacteriales",0.0092,0.1027
"982","X9P261R1D0","D0","P261","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Enterobacteriales",0.0092,0.1026
"983","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Erysipelotrichales",0.0062,0.1026
"984","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Coriobacteriales",0.0071,0.1008
"985","X9P274R2Dm3","DNEG3","P274","INFfeed","Fecal Swab","DNEG3_INFfeed","Coriobacteriales",0.0201,0.1005
"986","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Coriobacteriales",0.01,0.1004
"987","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Lactobacillales",0.02,0.1
"988","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Coriobacteriales",0.01,0.1
"989","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Gammaproteobacteria_unclassified",0.007,0.0999
"990","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Aeromonadales",0.017,0.0998
"991","X9P294R3Dm3","DNEG3","P294","INFinject","Fecal Swab","DNEG3_INFinject","Spirochaetales",0.0169,0.0997
"992","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Desulfovibrionales",0.0169,0.0997
"993","X9P324R4D0","D0","P324","INFnm","Fecal or Fecal swab","D0_INFnm","WCHB1-41",0.007,0.0995
"994","X9P286R3D4","D4","P286","INFinject","Fecal or Fecal swab","D4_INFinject","Gastranaerophilales",0.0069,0.0991
"995","X9P298R3D4","D4","P298","INFinject","Fecal or Fecal swab","D4_INFinject","Enterobacteriales",0.0069,0.0991
"996","X9P299R3D4","D4","P299","INFinject","Fecal or Fecal swab","D4_INFinject","Enterobacteriales",0.0069,0.0991
"997","X9P320R4D0","D0","P320","INFnm","Fecal or Fecal swab","D0_INFnm","Spirochaetales",0.0069,0.099
"998","X9P297R3D4","D4","P297","INFinject","Fecal or Fecal swab","D4_INFinject","Enterobacteriales",0.0069,0.0989
"999","X9P279R2Dm3","DNEG3","P279","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0194,0.0971
"1000","X9P251R1D7","D7","P251","NONINFnm","Fecal","D7_NONINFnm","Erysipelotrichales",0.0077,0.0965
"1001","X9P280R2Dm3","DNEG3","P280","INFfeed","Fecal Swab","DNEG3_INFfeed","Enterobacteriales",0.0193,0.0964
"1002","X9P281R2Dm3","DNEG3","P281","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0193,0.0963
"1003","X9P255R1D7","D7","P255","NONINFnm","Fecal","D7_NONINFnm","Coriobacteriales",0.0077,0.0962
"1004","X9P266R2Dm3","DNEG3","P266","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0192,0.0962
"1005","X9P278R2D4","D4","P278","INFfeed","Fecal or Fecal swab","D4_INFfeed","Erysipelotrichales",0.0038,0.0962
"1006","X9P271R2Dm3","DNEG3","P271","INFfeed","Fecal Swab","DNEG3_INFfeed","Erysipelotrichales",0.0192,0.0962
"1007","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Clostridia_unclassified",0.0162,0.0955
"1008","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Campylobacterales",0.0162,0.0953
"1009","X9P253R1Dm3","DNEG3","P253","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0162,0.0953
"1010","X9P324R4Dm3","DNEG3","P324","INFnm","Fecal Swab","DNEG3_INFnm","Pirellulales",0.0162,0.0952
"1011","X9P249R1Dm3","DNEG3","P249","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Coriobacteriales",0.0162,0.0952
"1012","X9P261R1Dm3","DNEG3","P261","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Bifidobacteriales",0.0162,0.0951
"1013","X9P297R3D0","D0","P297","INFinject","Fecal or Fecal swab","D0_INFinject","Mollicutes_RF39",0.0123,0.095
"1014","X9P286R3D0","D0","P286","INFinject","Fecal or Fecal swab","D0_INFinject","Lactobacillales",0.0123,0.0947
"1015","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Enterobacteriales",0.0046,0.0927
"1016","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Coriobacteriales",0.0093,0.0927
"1017","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Spirochaetales",0.0093,0.0927
"1018","X9P267R2D0","D0","P267","INFfeed","Fecal or Fecal swab","D0_INFfeed","Mollicutes_RF39",0.0046,0.0925
"1019","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Campylobacterales",0.0092,0.0924
"1020","X9P321R4D7","D7","P321","INFnm","Fecal","D7_INFnm","Coriobacteriales",0.0092,0.0924
"1021","X9P303R3D7","D7","P303","INFinject","Fecal or Fecal swab","D7_INFinject","Desulfovibrionales",0.0092,0.0924
"1022","X9P274R2D7","D7","P274","INFfeed","Fecal or Fecal swab","D7_INFfeed","Enterobacteriales",0.0092,0.0924
"1023","X9P278R2Dm3","DNEG3","P278","INFfeed","Fecal Swab","DNEG3_INFfeed","Bifidobacteriales",0.0185,0.0924
"1024","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Coriobacteriales",0.0046,0.0924
"1025","X9P281R2D7","D7","P281","INFfeed","Fecal","D7_INFfeed","Erysipelotrichales",0.0092,0.0924
"1026","X9P280R2D0","D0","P280","INFfeed","Fecal or Fecal swab","D0_INFfeed","Sphingomonadales",0.0046,0.0924
"1027","X9P282R2D7","D7","P282","INFfeed","Fecal","D7_INFfeed","Erysipelotrichales",0.0092,0.0923
"1028","X9P293R3D7","D7","P293","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.0092,0.0923
"1029","X9P316R4Dm3","DNEG3","P316","INFnm","Fecal Swab","DNEG3_INFnm","Pasteurellales",0.0155,0.0909
"1030","X9P252R1Dm3","DNEG3","P252","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Aeromonadales",0.0154,0.0908
"1031","X9P321R4Dm3","DNEG3","P321","INFnm","Fecal Swab","DNEG3_INFnm","Campylobacterales",0.0154,0.0908
"1032","X9P300R3Dm3","DNEG3","P300","INFinject","Fecal Swab","DNEG3_INFinject","Aeromonadales",0.0154,0.0908
"1033","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Enterobacteriales",0.0154,0.0907
"1034","X9P248R1Dm3","DNEG3","P248","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Spirochaetales",0.0154,0.0907
"1035","X9P310R4Dm3","DNEG3","P310","INFnm","Fecal Swab","DNEG3_INFnm","Spirochaetales",0.0154,0.0907
"1036","X9P250R1Dm3","DNEG3","P250","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Aeromonadales",0.0154,0.0906
"1037","X9P259R1Dm3","DNEG3","P259","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Desulfovibrionales",0.0154,0.0906
"1038","X9P305R3Dm3","DNEG3","P305","INFinject","Fecal Swab","DNEG3_INFinject","Lactobacillales",0.0154,0.0905
"1039","X9P319R4D4","D4","P319","INFnm","Fecal or Fecal swab","D4_INFnm","WCHB1-41",0.0054,0.0903
"1040","X9P318R4D4","D4","P318","INFnm","Fecal or Fecal swab","D4_INFnm","Enterobacteriales",0.0054,0.0902
"1041","X9P309R4D4","D4","P309","INFnm","Fecal or Fecal swab","D4_INFnm","Campylobacterales",0.0054,0.0897
"1042","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Bifidobacteriales",0.0063,0.0896
"1043","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Gammaproteobacteria_unclassified",0.0063,0.0896
"1044","X9P276R2Dm3","DNEG3","P276","INFfeed","Fecal Swab","DNEG3_INFfeed","Campylobacterales",0.0179,0.0894
"1045","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Lactobacillales",0.0116,0.0892
"1046","X9P290R3D0","D0","P290","INFinject","Fecal or Fecal swab","D0_INFinject","Enterobacteriales",0.0116,0.0892
"1047","X9P277R2Dm3","DNEG3","P277","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0178,0.0889
"1048","X9P296R3D4","D4","P296","INFinject","Fecal or Fecal swab","D4_INFinject","Enterobacteriales",0.0062,0.0888
"1049","X9P272R2Dm3","DNEG3","P272","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0177,0.0887
"1050","X9P268R2Dm3","DNEG3","P268","INFfeed","Fecal Swab","DNEG3_INFfeed","Desulfovibrionales",0.0177,0.0885
"1051","X9P322R4D0","D0","P322","INFnm","Fecal or Fecal swab","D0_INFnm","Enterobacteriales",0.0062,0.0881
"1052","X9P310R4D0","D0","P310","INFnm","Fecal or Fecal swab","D0_INFnm","Enterobacteriales",0.0062,0.088
"1053","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Aeromonadales",0.007,0.0869
"1054","X9P261R1D7","D7","P261","NONINFnm","Fecal","D7_NONINFnm","Bifidobacteriales",0.0069,0.0868
"1055","X9P290R3Dm3","DNEG3","P290","INFinject","Fecal Swab","DNEG3_INFinject","Enterobacteriales",0.0147,0.0865
"1056","X9P247R1Dm3","DNEG3","P247","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Enterobacteriales",0.0147,0.0864
"1057","X9P288R3Dm3","DNEG3","P288","INFinject","Fecal Swab","DNEG3_INFinject","Coriobacteriales",0.0147,0.0864
"1058","X9P306R4Dm3","DNEG3","P306","INFnm","Fecal Swab","DNEG3_INFnm","Coriobacteriales",0.0147,0.0862
"1059","X9P308R4Dm3","DNEG3","P308","INFnm","Fecal Swab","DNEG3_INFnm","Deltaproteobacteria_unclassified",0.0146,0.0861
"1060","X9P258R1D0","D0","P258","NONINFnm","Fecal or Fecal swab","D0_NONINFnm","Enterobacteriales",0.0077,0.0855
"1061","X9P325R4D7","D7","P325","INFnm","Fecal","D7_INFnm","Aeromonadales",0.0085,0.0853
"1062","X9P292R3D7","D7","P292","INFinject","Fecal","D7_INFinject","Erysipelotrichales",0.0085,0.0851
"1063","X9P284R2D7","D7","P284","INFfeed","Fecal","D7_INFfeed","Enterobacteriales",0.0085,0.0849
"1064","X9P272R2D7","D7","P272","INFfeed","Fecal","D7_INFfeed","Desulfovibrionales",0.0085,0.0849
"1065","X9P323R4D7","D7","P323","INFnm","Fecal","D7_INFnm","Enterobacteriales",0.0085,0.0847
"1066","X9P269R2Dm3","DNEG3","P269","INFfeed","Fecal Swab","DNEG3_INFfeed","Aeromonadales",0.0169,0.0847
"1067","X9P254R1Dm3","DNEG3","P254","NONINFnm","Fecal Swab","DNEG3_NONINFnm","Enterobacteriales",0.0139,0.0819
"1068","X9P292R3Dm3","DNEG3","P292","INFinject","Fecal Swab","DNEG3_INFinject","Bifidobacteriales",0.0139,0.0819
"1069","X9P273R2Dm3","DNEG3","P273","INFfeed","Fecal Swab","DNEG3_INFfeed","Spirochaetales",0.0162,0.0809
"1070","X9P308R4D0","D0","P308","INFnm","Fecal or Fecal swab","D0_INFnm","Betaproteobacteriales",0.0055,0.0784
"1071","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Coriobacteriales",0.0031,0.0779
"1072","X9P269R2D4","D4","P269","INFfeed","Fecal or Fecal swab","D4_INFfeed","Subgroup_6_or",0.0031,0.0779
"1073","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Campylobacterales",0.0047,0.0775
"1074","X9P316R4D4","D4","P316","INFnm","Fecal or Fecal swab","D4_INFnm","Erysipelotrichales",0.0047,0.0775
"1075","X9P258R1D4","D4","P258","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Spirochaetales",0.0039,0.0773
"1076","X9P253R1D7","D7","P253","NONINFnm","Fecal","D7_NONINFnm","Gastranaerophilales",0.0062,0.0773
"1077","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Coriobacteriales",0.0039,0.0772
"1078","X9P284R2D0","D0","P284","INFfeed","Fecal or Fecal swab","D0_INFfeed","Coriobacteriales",0.0039,0.0772
"1079","X9P257R1D4","D4","P257","NONINFnm","Fecal or Fecal swab","D4_NONINFnm","Erysipelotrichales",0.0039,0.0772
